ente,prestazione,priorita,max_giorni_di_attesa
ASSL8,Diagnostica ecografica del capo e del collo,Programmabile,91
ASSL8,Eco (color) dopplergrafia cardiaca,Programmabile,169
ASSL8,Eco (color) dopplergrafia  dei tronchi sovraaortici,Programmabile,133
ASSL8,Ecografia dell'addome superiore,Programmabile,90
ASSL8,Ecografia dell'addome inferiore,Programmabile,63
ASSL8,Ecografia dell'addome completo,Programmabile,75
ASSL8,Ecografia bilaterale della mammella,Programmabile,140
ASSL8,Ecografia monolaterale della mammella,Programmabile,86
ASSL8,Ecografia ostetrica,Programmabile,19
ASSL8,Ecografia ginecologica,Programmabile,27
ASSL8,Ecocolordoppler degli arti superioro o inferiori,Programmabile,111
ASSL8,Colonscopia con endoscopio flessibile,Programmabile,252
ASSL8,Polipectomia endoscopica dell'intestino crasso,Programmabile,n/a
ASSL8,Sigmoidoscopia con endoscopio flessibile,Programmabile,n/a
ASSL8,Esofagogastroduodenoscopia,Programmabile,89
ASSL8,Esofagogastroduodenoscopia con biopsia,Programmabile,95
ASSL8,Elettrocardiogramma,Programmabile,197
ASSL8,Elettrocardiogramma dinamico (Holter),Programmabile,142
ASSL8,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Programmabile,85
ASSL8,Altri test cardiovascolari da sforzo,Programmabile,n/a
ASSL8,Esame audiometrico tonale,Programmabile,58
ASSL8,Spirometria semplice,Programmabile,43
ASSL8,Spirometria globale,Programmabile,56
ASSL8,Fotografia del Fondus,Programmabile,n/a
ASSL8,Elettromiografia semplice [EMG],Programmabile,71
ARNAS,Prima Visita cardiologica,Breve,n/a
ARNAS,Prima Visita chirurgia vascolare,Breve,n/a
ARNAS,Prima Visita endocrinologica,Breve,n/a
ARNAS,Prima Visita neurologica,Breve,n/a
ARNAS,Prima Visita oculistica,Breve,n/a
ARNAS,Prima Visita ortopedica,Breve,n/a
ARNAS,Prima Visita ginecologica,Breve,n/a
ARNAS,Prima Visita otorinolaringoiatrica,Breve,n/a
ARNAS,Prima Visita urologica,Breve,n/a
ARNAS,Prima Visita dermatologica,Breve,n/a
ARNAS,Prima Visita fisiatrica,Breve,n/a
ARNAS,Prima Visita gastroenterologica,Breve,n/a
ARNAS,Prima Visita oncologica,Breve,n/a
ARNAS,Prima Visita pneumologica,Breve,n/a
ARNAS,Mammografia bilaterale,Breve,4
ARNAS,Mammografia monolaterale,Breve,6
ARNAS,TC del torace,Breve,7
ARNAS,"TC del torace, senza e con contrasto",Breve,8
ARNAS,TC dell'addome superiore,Breve,n/a
ARNAS,"TC dell'addome superiore, senza e con contrasto",Breve,n/a
ARNAS,TC dell'Addome inferiore,Breve,n/a
ARNAS,"TC dell'Addome inferiore, senza e con contrasto",Breve,n/a
ARNAS,TC dell'Addome completo,Breve,10
ARNAS,"TC dell'Addome completo, senza e con contrasto",Breve,7
ARNAS,TC del cranio e dell'encefalo,Breve,n/a
ARNAS,"TC del cranio e dell'encefalo, senza e con contrasto",Breve,n/a
ARNAS,TC del rachide e dello speco vertebrale,Breve,n/a
ARNAS,"TC del rachide e dello speco vertebrale, senza e con contrasto",Breve,n/a
ARNAS,TC del Bacino,Breve,n/a
ARNAS,RM del cervello e del tronco encefalico,Breve,9
ARNAS,"RM del cervello e del tronco encefalico, senza e con contrasto",Breve,10
ARNAS,RM dell'addome inferiore e scavo pelvico,Breve,n/a
ARNAS,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Breve,10
ARNAS,RM della colonna,Breve,n/a
ARNAS,"RM della colonna, senza e con contrasto",Breve,n/a
ARNAS,Diagnostica ecografica del capo e del collo,Breve,9
ARNAS,Eco (color) dopplergrafia cardiaca,Breve,n/a
ARNAS,Eco (color) dopplergrafia  dei tronchi sovraaortici,Breve,n/a
ARNAS,Ecografia dell'addome superiore,Breve,2
ARNAS,Ecografia dell'addome inferiore,Breve,n/a
ARNAS,Ecografia dell'addome completo,Breve,5
ARNAS,Ecografia bilaterale della mammella,Breve,5
ARNAS,Ecografia monolaterale della mammella,Breve,6
ARNAS,Ecografia ostetrica,Breve,3
ARNAS,Ecografia ginecologica,Breve,2
ARNAS,Ecocolordoppler degli arti superioro o inferiori,Breve,10
ARNAS,Colonscopia con endoscopio flessibile,Breve,10
ARNAS,Polipectomia endoscopica dell'intestino crasso,Breve,n/a
ARNAS,Sigmoidoscopia con endoscopio flessibile,Breve,n/a
ARNAS,Esofagogastroduodenoscopia,Breve,10
ARNAS,Esofagogastroduodenoscopia con biopsia,Breve,n/a
ARNAS,Elettrocardiogramma,Breve,n/a
ARNAS,Elettrocardiogramma dinamico (Holter),Breve,n/a
ARNAS,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Breve,n/a
ARNAS,Altri test cardiovascolari da sforzo,Breve,n/a
ARNAS,Esame audiometrico tonale,Breve,n/a
ARNAS,Spirometria semplice,Breve,n/a
ARNAS,Spirometria globale,Breve,n/a
ARNAS,Fotografia del Fondus,Breve,n/a
ARNAS,Elettromiografia semplice [EMG],Breve,n/a
ARNAS,Prima Visita cardiologica,Differibile,24
ARNAS,Prima Visita chirurgia vascolare,Differibile,n/a
ARNAS,Prima Visita endocrinologica,Differibile,n/a
ARNAS,Prima Visita neurologica,Differibile,135
ARNAS,Prima Visita oculistica,Differibile,241
ARNAS,Prima Visita ortopedica,Differibile,n/a
ARNAS,Prima Visita ginecologica,Differibile,2
ARNAS,Prima Visita otorinolaringoiatrica,Differibile,n/a
ARNAS,Prima Visita urologica,Differibile,66
ARNAS,Prima Visita dermatologica,Differibile,28
ARNAS,Prima Visita fisiatrica,Differibile,n/a
ARNAS,Prima Visita gastroenterologica,Differibile,n/a
ARNAS,Prima Visita oncologica,Differibile,n/a
ARNAS,Prima Visita pneumologica,Differibile,n/a
ARNAS,Mammografia bilaterale,Differibile,158
ARNAS,Mammografia monolaterale,Differibile,311
ARNAS,TC del torace,Differibile,12
ARNAS,"TC del torace, senza e con contrasto",Differibile,56
ARNAS,TC dell'addome superiore,Differibile,n/a
ARNAS,"TC dell'addome superiore, senza e con contrasto",Differibile,n/a
ARNAS,TC dell'Addome inferiore,Differibile,n/a
ARNAS,"TC dell'Addome inferiore, senza e con contrasto",Differibile,n/a
ARNAS,TC dell'Addome completo,Differibile,23
ARNAS,"TC dell'Addome completo, senza e con contrasto",Differibile,4
ARNAS,TC del cranio e dell'encefalo,Differibile,n/a
ARNAS,"TC del cranio e dell'encefalo, senza e con contrasto",Differibile,n/a
ARNAS,TC del rachide e dello speco vertebrale,Differibile,n/a
ARNAS,"TC del rachide e dello speco vertebrale, senza e con contrasto",Differibile,n/a
ARNAS,TC del Bacino,Differibile,n/a
ARNAS,RM del cervello e del tronco encefalico,Differibile,136
ARNAS,"RM del cervello e del tronco encefalico, senza e con contrasto",Differibile,549
ARNAS,RM dell'addome inferiore e scavo pelvico,Differibile,n/a
ARNAS,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Differibile,592
ARNAS,RM della colonna,Differibile,140
ARNAS,"RM della colonna, senza e con contrasto",Differibile,n/a
ARNAS,Diagnostica ecografica del capo e del collo,Differibile,59
ARNAS,Eco (color) dopplergrafia cardiaca,Differibile,n/a
ARNAS,Eco (color) dopplergrafia  dei tronchi sovraaortici,Differibile,68
ARNAS,Ecografia dell'addome superiore,Differibile,42
ARNAS,Ecografia dell'addome inferiore,Differibile,n/a
ARNAS,Ecografia dell'addome completo,Differibile,98
ARNAS,Ecografia bilaterale della mammella,Differibile,159
ARNAS,Ecografia monolaterale della mammella,Differibile,n/a
ARNAS,Ecografia ostetrica,Differibile,n/a
ARNAS,Ecografia ginecologica,Differibile,8
ARNAS,Ecocolordoppler degli arti superioro o inferiori,Differibile,n/a
ARNAS,Colonscopia con endoscopio flessibile,Differibile,450
ARNAS,Polipectomia endoscopica dell'intestino crasso,Differibile,n/a
ARNAS,Sigmoidoscopia con endoscopio flessibile,Differibile,n/a
ARNAS,Esofagogastroduodenoscopia,Differibile,n/a
ARNAS,Esofagogastroduodenoscopia con biopsia,Differibile,n/a
ARNAS,Elettrocardiogramma,Differibile,24
ARNAS,Elettrocardiogramma dinamico (Holter),Differibile,n/a
ARNAS,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Differibile,n/a
ARNAS,Altri test cardiovascolari da sforzo,Differibile,n/a
ARNAS,Esame audiometrico tonale,Differibile,n/a
ARNAS,Spirometria semplice,Differibile,n/a
ARNAS,Spirometria globale,Differibile,n/a
ARNAS,Fotografia del Fondus,Differibile,n/a
ARNAS,Elettromiografia semplice [EMG],Differibile,81
ARNAS,Prima Visita cardiologica,Programmabile,n/a
ARNAS,Prima Visita chirurgia vascolare,Programmabile,n/a
ARNAS,Prima Visita endocrinologica,Programmabile,n/a
ARNAS,Prima Visita neurologica,Programmabile,110
ARNAS,Prima Visita oculistica,Programmabile,432
ARNAS,Prima Visita ortopedica,Programmabile,n/a
ARNAS,Prima Visita ginecologica,Programmabile,n/a
ARNAS,Prima Visita otorinolaringoiatrica,Programmabile,n/a
ARNAS,Prima Visita urologica,Programmabile,239
ARNAS,Prima Visita dermatologica,Programmabile,74
ARNAS,Prima Visita fisiatrica,Programmabile,n/a
ARNAS,Prima Visita gastroenterologica,Programmabile,374
ARNAS,Prima Visita oncologica,Programmabile,n/a
ARNAS,Prima Visita pneumologica,Programmabile,n/a
ARNAS,Mammografia bilaterale,Programmabile,n/a
ARNAS,Mammografia monolaterale,Programmabile,n/a
ARNAS,TC del torace,Programmabile,128
ARNAS,"TC del torace, senza e con contrasto",Programmabile,192
ARNAS,TC dell'addome superiore,Programmabile,n/a
ARNAS,"TC dell'addome superiore, senza e con contrasto",Programmabile,2
ARNAS,TC dell'Addome inferiore,Programmabile,n/a
ARNAS,"TC dell'Addome inferiore, senza e con contrasto",Programmabile,n/a
ARNAS,TC dell'Addome completo,Programmabile,14
ARNAS,"TC dell'Addome completo, senza e con contrasto",Programmabile,330
ARNAS,TC del cranio e dell'encefalo,Programmabile,n/a
ARNAS,"TC del cranio e dell'encefalo, senza e con contrasto",Programmabile,n/a
ARNAS,TC del rachide e dello speco vertebrale,Programmabile,n/a
ARNAS,"TC del rachide e dello speco vertebrale, senza e con contrasto",Programmabile,n/a
ARNAS,TC del Bacino,Programmabile,n/a
ARNAS,RM del cervello e del tronco encefalico,Programmabile,n/a
ARNAS,"RM del cervello e del tronco encefalico, senza e con contrasto",Programmabile,868
ARNAS,RM dell'addome inferiore e scavo pelvico,Programmabile,n/a
ARNAS,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Programmabile,785
ARNAS,RM della colonna,Programmabile,n/a
ARNAS,"RM della colonna, senza e con contrasto",Programmabile,885
ARNAS,Diagnostica ecografica del capo e del collo,Programmabile,162
ARNAS,Eco (color) dopplergrafia cardiaca,Programmabile,n/a
ARNAS,Eco (color) dopplergrafia  dei tronchi sovraaortici,Programmabile,34
ARNAS,Ecografia dell'addome superiore,Programmabile,61
ARNAS,Ecografia dell'addome inferiore,Programmabile,n/a
ARNAS,Ecografia dell'addome completo,Programmabile,88
ARNAS,Ecografia bilaterale della mammella,Programmabile,n/a
ARNAS,Ecografia monolaterale della mammella,Programmabile,n/a
ARNAS,Ecografia ostetrica,Programmabile,n/a
ARNAS,Ecografia ginecologica,Programmabile,47
ARNAS,Ecocolordoppler degli arti superioro o inferiori,Programmabile,n/a
ARNAS,Colonscopia con endoscopio flessibile,Programmabile,n/a
ARNAS,Polipectomia endoscopica dell'intestino crasso,Programmabile,n/a
ARNAS,Sigmoidoscopia con endoscopio flessibile,Programmabile,n/a
ARNAS,Esofagogastroduodenoscopia,Programmabile,n/a
ARNAS,Esofagogastroduodenoscopia con biopsia,Programmabile,n/a
ARNAS,Elettrocardiogramma,Programmabile,n/a
ARNAS,Elettrocardiogramma dinamico (Holter),Programmabile,n/a
ARNAS,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Programmabile,n/a
ARNAS,Altri test cardiovascolari da sforzo,Programmabile,n/a
ARNAS,Esame audiometrico tonale,Programmabile,n/a
ARNAS,Spirometria semplice,Programmabile,n/a
ARNAS,Spirometria globale,Programmabile,n/a
ARNAS,Fotografia del Fondus,Programmabile,n/a
ARNAS,Elettromiografia semplice [EMG],Programmabile,35
AOU_SS,Prima Visita cardiologica,Breve,n/a
AOU_SS,Prima Visita chirurgia vascolare,Breve,n/a
AOU_SS,Prima Visita endocrinologica,Breve,7
AOU_SS,Prima Visita neurologica,Breve,8
AOU_SS,Prima Visita oculistica,Breve,8
AOU_SS,Prima Visita ortopedica,Breve,n/a
AOU_SS,Prima Visita ginecologica,Breve,n/a
AOU_SS,Prima Visita otorinolaringoiatrica,Breve,n/a
AOU_SS,Prima Visita urologica,Breve,8
AOU_SS,Prima Visita dermatologica,Breve,n/a
AOU_SS,Prima Visita fisiatrica,Breve,n/a
AOU_SS,Prima Visita gastroenterologica,Breve,n/a
AOU_SS,Prima Visita oncologica,Breve,n/a
AOU_SS,Prima Visita pneumologica,Breve,10
AOU_SS,Mammografia bilaterale,Breve,6
AOU_SS,Mammografia monolaterale,Breve,n/a
AOU_SS,TC del torace,Breve,n/a
AOU_SS,"TC del torace, senza e con contrasto",Breve,9
AOU_SS,TC dell'addome superiore,Breve,n/a
AOU_SS,"TC dell'addome superiore, senza e con contrasto",Breve,n/a
AOU_SS,TC dell'Addome inferiore,Breve,n/a
AOU_SS,"TC dell'Addome inferiore, senza e con contrasto",Breve,n/a
AOU_SS,TC dell'Addome completo,Breve,n/a
AOU_SS,"TC dell'Addome completo, senza e con contrasto",Breve,5
AOU_SS,TC del cranio e dell'encefalo,Breve,n/a
AOU_SS,"TC del cranio e dell'encefalo, senza e con contrasto",Breve,n/a
AOU_SS,TC del rachide e dello speco vertebrale,Breve,n/a
AOU_SS,"TC del rachide e dello speco vertebrale, senza e con contrasto",Breve,n/a
AOU_SS,TC del Bacino,Breve,n/a
AOU_SS,RM del cervello e del tronco encefalico,Breve,n/a
AOU_SS,"RM del cervello e del tronco encefalico, senza e con contrasto",Breve,9
AOU_SS,RM dell'addome inferiore e scavo pelvico,Breve,n/a
AOU_SS,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Breve,n/a
AOU_SS,RM della colonna,Breve,n/a
AOU_SS,"RM della colonna, senza e con contrasto",Breve,n/a
AOU_SS,Diagnostica ecografica del capo e del collo,Breve,n/a
AOU_SS,Eco (color) dopplergrafia cardiaca,Breve,n/a
AOU_SS,Eco (color) dopplergrafia  dei tronchi sovraaortici,Breve,n/a
AOU_SS,Ecografia dell'addome superiore,Breve,n/a
AOU_SS,Ecografia dell'addome inferiore,Breve,n/a
AOU_SS,Ecografia dell'addome completo,Breve,7
AOU_SS,Ecografia bilaterale della mammella,Breve,5
AOU_SS,Ecografia monolaterale della mammella,Breve,4
AOU_SS,Ecografia ostetrica,Breve,n/a
AOU_SS,Ecografia ginecologica,Breve,n/a
AOU_SS,Ecocolordoppler degli arti superioro o inferiori,Breve,n/a
AOU_SS,Colonscopia con endoscopio flessibile,Breve,10
AOU_SS,Polipectomia endoscopica dell'intestino crasso,Breve,n/a
AOU_SS,Sigmoidoscopia con endoscopio flessibile,Breve,8
AOU_SS,Esofagogastroduodenoscopia,Breve,n/a
AOU_SS,Esofagogastroduodenoscopia con biopsia,Breve,n/a
AOU_SS,Elettrocardiogramma,Breve,n/a
AOU_SS,Elettrocardiogramma dinamico (Holter),Breve,n/a
AOU_SS,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Breve,n/a
AOU_SS,Altri test cardiovascolari da sforzo,Breve,n/a
AOU_SS,Esame audiometrico tonale,Breve,8
AOU_SS,Spirometria semplice,Breve,10
AOU_SS,Spirometria globale,Breve,8
AOU_SS,Fotografia del Fondus,Breve,n/a
AOU_SS,Elettromiografia semplice [EMG],Breve,n/a
AOU_SS,Prima Visita cardiologica,Differibile,134
AOU_SS,Prima Visita chirurgia vascolare,Differibile,229
AOU_SS,Prima Visita endocrinologica,Differibile,185
AOU_SS,Prima Visita neurologica,Differibile,247
AOU_SS,Prima Visita oculistica,Differibile,186
AOU_SS,Prima Visita ortopedica,Differibile,62
AOU_SS,Prima Visita ginecologica,Differibile,54
AOU_SS,Prima Visita otorinolaringoiatrica,Differibile,54
AOU_SS,Prima Visita urologica,Differibile,n/a
AOU_SS,Prima Visita dermatologica,Differibile,325
AOU_SS,Prima Visita fisiatrica,Differibile,n/a
AOU_SS,Prima Visita gastroenterologica,Differibile,128
AOU_SS,Prima Visita oncologica,Differibile,n/a
AOU_SS,Prima Visita pneumologica,Differibile,n/a
AOU_SS,Mammografia bilaterale,Differibile,n/a
AOU_SS,Mammografia monolaterale,Differibile,n/a
AOU_SS,TC del torace,Differibile,n/a
AOU_SS,"TC del torace, senza e con contrasto",Differibile,n/a
AOU_SS,TC dell'addome superiore,Differibile,n/a
AOU_SS,"TC dell'addome superiore, senza e con contrasto",Differibile,n/a
AOU_SS,TC dell'Addome inferiore,Differibile,n/a
AOU_SS,"TC dell'Addome inferiore, senza e con contrasto",Differibile,n/a
AOU_SS,TC dell'Addome completo,Differibile,n/a
AOU_SS,"TC dell'Addome completo, senza e con contrasto",Differibile,224
AOU_SS,TC del cranio e dell'encefalo,Differibile,n/a
AOU_SS,"TC del cranio e dell'encefalo, senza e con contrasto",Differibile,n/a
AOU_SS,TC del rachide e dello speco vertebrale,Differibile,n/a
AOU_SS,"TC del rachide e dello speco vertebrale, senza e con contrasto",Differibile,n/a
AOU_SS,TC del Bacino,Differibile,n/a
AOU_SS,RM del cervello e del tronco encefalico,Differibile,n/a
AOU_SS,"RM del cervello e del tronco encefalico, senza e con contrasto",Differibile,n/a
AOU_SS,RM dell'addome inferiore e scavo pelvico,Differibile,n/a
AOU_SS,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Differibile,n/a
AOU_SS,RM della colonna,Differibile,n/a
AOU_SS,"RM della colonna, senza e con contrasto",Differibile,n/a
AOU_SS,Diagnostica ecografica del capo e del collo,Differibile,n/a
AOU_SS,Eco (color) dopplergrafia cardiaca,Differibile,138
AOU_SS,Eco (color) dopplergrafia  dei tronchi sovraaortici,Differibile,n/a
AOU_SS,Ecografia dell'addome superiore,Differibile,n/a
AOU_SS,Ecografia dell'addome inferiore,Differibile,n/a
AOU_SS,Ecografia dell'addome completo,Differibile,n/a
AOU_SS,Ecografia bilaterale della mammella,Differibile,6
AOU_SS,Ecografia monolaterale della mammella,Differibile,n/a
AOU_SS,Ecografia ostetrica,Differibile,99
AOU_SS,Ecografia ginecologica,Differibile,113
AOU_SS,Ecocolordoppler degli arti superioro o inferiori,Differibile,n/a
AOU_SS,Colonscopia con endoscopio flessibile,Differibile,n/a
AOU_SS,Polipectomia endoscopica dell'intestino crasso,Differibile,n/a
AOU_SS,Sigmoidoscopia con endoscopio flessibile,Differibile,8
AOU_SS,Esofagogastroduodenoscopia,Differibile,n/a
AOU_SS,Esofagogastroduodenoscopia con biopsia,Differibile,n/a
AOU_SS,Elettrocardiogramma,Differibile,134
AOU_SS,Elettrocardiogramma dinamico (Holter),Differibile,n/a
AOU_SS,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Differibile,n/a
AOU_SS,Altri test cardiovascolari da sforzo,Differibile,n/a
AOU_SS,Esame audiometrico tonale,Differibile,57
AOU_SS,Spirometria semplice,Differibile,n/a
AOU_SS,Spirometria globale,Differibile,184
AOU_SS,Fotografia del Fondus,Differibile,n/a
AOU_SS,Elettromiografia semplice [EMG],Differibile,n/a
AOU_SS,Prima Visita cardiologica,Programmabile,187
AOU_SS,Prima Visita chirurgia vascolare,Programmabile,n/a
AOU_SS,Prima Visita endocrinologica,Programmabile,210
AOU_SS,Prima Visita neurologica,Programmabile,n/a
AOU_SS,Prima Visita oculistica,Programmabile,208
AOU_SS,Prima Visita ortopedica,Programmabile,129
AOU_SS,Prima Visita ginecologica,Programmabile,n/a
AOU_SS,Prima Visita otorinolaringoiatrica,Programmabile,51
AOU_SS,Prima Visita urologica,Programmabile,n/a
AOU_SS,Prima Visita dermatologica,Programmabile,1
AOU_SS,Prima Visita fisiatrica,Programmabile,n/a
AOU_SS,Prima Visita gastroenterologica,Programmabile,140
AOU_SS,Prima Visita oncologica,Programmabile,n/a
AOU_SS,Prima Visita pneumologica,Programmabile,142
AOU_SS,Mammografia bilaterale,Programmabile,n/a
AOU_SS,Mammografia monolaterale,Programmabile,n/a
AOU_SS,TC del torace,Programmabile,5
AOU_SS,"TC del torace, senza e con contrasto",Programmabile,n/a
AOU_SS,TC dell'addome superiore,Programmabile,n/a
AOU_SS,"TC dell'addome superiore, senza e con contrasto",Programmabile,n/a
AOU_SS,TC dell'Addome inferiore,Programmabile,n/a
AOU_SS,"TC dell'Addome inferiore, senza e con contrasto",Programmabile,n/a
AOU_SS,TC dell'Addome completo,Programmabile,n/a
AOU_SS,"TC dell'Addome completo, senza e con contrasto",Programmabile,n/a
AOU_SS,TC del cranio e dell'encefalo,Programmabile,n/a
AOU_SS,"TC del cranio e dell'encefalo, senza e con contrasto",Programmabile,n/a
AOU_SS,TC del rachide e dello speco vertebrale,Programmabile,n/a
AOU_SS,"TC del rachide e dello speco vertebrale, senza e con contrasto",Programmabile,n/a
AOU_SS,TC del Bacino,Programmabile,n/a
AOU_SS,RM del cervello e del tronco encefalico,Programmabile,n/a
AOU_SS,"RM del cervello e del tronco encefalico, senza e con contrasto",Programmabile,n/a
AOU_SS,RM dell'addome inferiore e scavo pelvico,Programmabile,n/a
AOU_SS,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Programmabile,n/a
AOU_SS,RM della colonna,Programmabile,n/a
AOU_SS,"RM della colonna, senza e con contrasto",Programmabile,280
AOU_SS,Diagnostica ecografica del capo e del collo,Programmabile,n/a
AOU_SS,Eco (color) dopplergrafia cardiaca,Programmabile,288
AOU_SS,Eco (color) dopplergrafia  dei tronchi sovraaortici,Programmabile,n/a
AOU_SS,Ecografia dell'addome superiore,Programmabile,n/a
AOU_SS,Ecografia dell'addome inferiore,Programmabile,n/a
AOU_SS,Ecografia dell'addome completo,Programmabile,79
AOU_SS,Ecografia bilaterale della mammella,Programmabile,152
AOU_SS,Ecografia monolaterale della mammella,Programmabile,n/a
AOU_SS,Ecografia ostetrica,Programmabile,63
AOU_SS,Ecografia ginecologica,Programmabile,n/a
AOU_SS,Ecocolordoppler degli arti superioro o inferiori,Programmabile,n/a
AOU_SS,Colonscopia con endoscopio flessibile,Programmabile,18
AOU_SS,Polipectomia endoscopica dell'intestino crasso,Programmabile,n/a
AOU_SS,Sigmoidoscopia con endoscopio flessibile,Programmabile,58
AOU_SS,Esofagogastroduodenoscopia,Programmabile,n/a
AOU_SS,Esofagogastroduodenoscopia con biopsia,Programmabile,n/a
AOU_SS,Elettrocardiogramma,Programmabile,213
AOU_SS,Elettrocardiogramma dinamico (Holter),Programmabile,n/a
AOU_SS,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Programmabile,n/a
AOU_SS,Altri test cardiovascolari da sforzo,Programmabile,n/a
AOU_SS,Esame audiometrico tonale,Programmabile,71
AOU_SS,Spirometria semplice,Programmabile,154
AOU_SS,Spirometria globale,Programmabile,203
AOU_SS,Fotografia del Fondus,Programmabile,n/a
AOU_SS,Elettromiografia semplice [EMG],Programmabile,n/a
AOU_CA,Prima Visita cardiologica,Breve,n/a
AOU_CA,Prima Visita chirurgia vascolare,Breve,n/a
AOU_CA,Prima Visita endocrinologica,Breve,n/a
AOU_CA,Prima Visita neurologica,Breve,n/a
AOU_CA,Prima Visita oculistica,Breve,n/a
AOU_CA,Prima Visita ortopedica,Breve,n/a
AOU_CA,Prima Visita ginecologica,Breve,n/a
AOU_CA,Prima Visita otorinolaringoiatrica,Breve,n/a
AOU_CA,Prima Visita urologica,Breve,n/a
AOU_CA,Prima Visita dermatologica,Breve,n/a
AOU_CA,Prima Visita fisiatrica,Breve,n/a
AOU_CA,Prima Visita gastroenterologica,Breve,n/a
AOU_CA,Prima Visita oncologica,Breve,n/a
AOU_CA,Prima Visita pneumologica,Breve,n/a
AOU_CA,Mammografia bilaterale,Breve,n/a
AOU_CA,Mammografia monolaterale,Breve,n/a
AOU_CA,TC del torace,Breve,n/a
AOU_CA,"TC del torace, senza e con contrasto",Breve,n/a
AOU_CA,TC dell'addome superiore,Breve,n/a
AOU_CA,"TC dell'addome superiore, senza e con contrasto",Breve,8
AOU_CA,TC dell'Addome inferiore,Breve,n/a
AOU_CA,"TC dell'Addome inferiore, senza e con contrasto",Breve,n/a
AOU_CA,TC dell'Addome completo,Breve,n/a
AOU_CA,"TC dell'Addome completo, senza e con contrasto",Breve,10
AOU_CA,TC del cranio e dell'encefalo,Breve,n/a
AOU_CA,"TC del cranio e dell'encefalo, senza e con contrasto",Breve,n/a
AOU_CA,TC del rachide e dello speco vertebrale,Breve,n/a
AOU_CA,"TC del rachide e dello speco vertebrale, senza e con contrasto",Breve,n/a
AOU_CA,TC del Bacino,Breve,n/a
AOU_CA,RM del cervello e del tronco encefalico,Breve,n/a
AOU_CA,"RM del cervello e del tronco encefalico, senza e con contrasto",Breve,n/a
AOU_CA,RM dell'addome inferiore e scavo pelvico,Breve,n/a
AOU_CA,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Breve,n/a
AOU_CA,RM della colonna,Breve,n/a
AOU_CA,"RM della colonna, senza e con contrasto",Breve,n/a
AOU_CA,Diagnostica ecografica del capo e del collo,Breve,n/a
AOU_CA,Eco (color) dopplergrafia cardiaca,Breve,n/a
AOU_CA,Eco (color) dopplergrafia  dei tronchi sovraaortici,Breve,n/a
AOU_CA,Ecografia dell'addome superiore,Breve,n/a
AOU_CA,Ecografia dell'addome inferiore,Breve,n/a
AOU_CA,Ecografia dell'addome completo,Breve,9
AOU_CA,Ecografia bilaterale della mammella,Breve,n/a
AOU_CA,Ecografia monolaterale della mammella,Breve,n/a
AOU_CA,Ecografia ostetrica,Breve,4
AOU_CA,Ecografia ginecologica,Breve,n/a
AOU_CA,Ecocolordoppler degli arti superioro o inferiori,Breve,n/a
AOU_CA,Colonscopia con endoscopio flessibile,Breve,n/a
AOU_CA,Polipectomia endoscopica dell'intestino crasso,Breve,n/a
AOU_CA,Sigmoidoscopia con endoscopio flessibile,Breve,n/a
AOU_CA,Esofagogastroduodenoscopia,Breve,10
AOU_CA,Esofagogastroduodenoscopia con biopsia,Breve,n/a
AOU_CA,Elettrocardiogramma,Breve,n/a
AOU_CA,Elettrocardiogramma dinamico (Holter),Breve,n/a
AOU_CA,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Breve,n/a
AOU_CA,Altri test cardiovascolari da sforzo,Breve,n/a
AOU_CA,Esame audiometrico tonale,Breve,n/a
AOU_CA,Spirometria semplice,Breve,n/a
AOU_CA,Spirometria globale,Breve,n/a
AOU_CA,Fotografia del Fondus,Breve,n/a
AOU_CA,Elettromiografia semplice [EMG],Breve,n/a
AOU_CA,Prima Visita cardiologica,Differibile,n/a
AOU_CA,Prima Visita chirurgia vascolare,Differibile,112
AOU_CA,Prima Visita endocrinologica,Differibile,162
AOU_CA,Prima Visita neurologica,Differibile,235
AOU_CA,Prima Visita oculistica,Differibile,92
AOU_CA,Prima Visita ortopedica,Differibile,4
AOU_CA,Prima Visita ginecologica,Differibile,n/a
AOU_CA,Prima Visita otorinolaringoiatrica,Differibile,26
AOU_CA,Prima Visita urologica,Differibile,n/a
AOU_CA,Prima Visita dermatologica,Differibile,102
AOU_CA,Prima Visita fisiatrica,Differibile,n/a
AOU_CA,Prima Visita gastroenterologica,Differibile,n/a
AOU_CA,Prima Visita oncologica,Differibile,n/a
AOU_CA,Prima Visita pneumologica,Differibile,n/a
AOU_CA,Mammografia bilaterale,Differibile,n/a
